('39.992673209358124_116.32187065132273_1222780800', ('167', 40.001627, 116.321989, 1222780808.0, 1222780808.0), ('126', 39.99271076470587, 116.3268574117647, 1222781730.0, 1222781762.0), 1075.0176479339896)
('39.992673209358124_116.32187065132273_1222780800', ('167', 40.001627, 116.321989, 1222780808.0, 1222780808.0), ('126', 39.992676, 116.326593, 1222781706.0, 1222781706.0), 1070.1225710737212)
('39.992673209358124_116.32187065132273_1222780800', ('126', 40.001627, 116.321989, 1222780808.0, 1222780808.0), ('167', 39.992676, 116.326593, 1222781706.0, 1222781706.0), 1070.1225710737212)
('39.992673209358124_116.32187065132273_1222780800', ('126', 40.001627, 116.321989, 1222780808.0, 1222780808.0), ('167', 39.99271076470587, 116.3268574117647, 1222781730.0, 1222781762.0), 1075.0176479339896)
('39.96567860827834_116.32187065132273_1234882800', ('022', 39.974277, 116.333556, 1234882980.0, 1234882980.0), ('037', 39.966211009090905, 116.32588100000002, 1234883408.0, 1234883476.0), 1110.39229647185)
('39.9836750089982_116.34524153893295_1237185600', ('014', 39.985100103225825, 116.34691224838706, 1237185623.0, 1237185926.0), ('034', 39.992237275, 116.35470316785714, 1237186695.0, 1237186726.0), 1034.9177838601856)
('39.96567860827834_116.33355609512783_1234276800', ('022', 39.97366866666666, 116.33366766666667, 1234277897.0, 1234277914.0), ('040', 39.966275380952375, 116.34071223809525, 1234277024.0, 1234277119.0), 1018.2725748372685)
('39.96567860827834_116.33355609512783_1234276800', ('040', 39.966275380952375, 116.34071223809525, 1234277024.0, 1234277119.0), ('022', 39.973764857142854, 116.33361028571429, 1234277932.0, 1234277953.0), 1029.8003435646117)
('39.96567860827834_116.33355609512783_1234276800', ('040', 39.966275380952375, 116.34071223809525, 1234277024.0, 1234277119.0), ('022', 39.973652599999994, 116.333697, 1234277970.0, 1234277996.0), 1015.3551905792999)
('39.96567860827834_116.32187065132273_1237530000', ('037', 39.96586600625001, 116.32276483125, 1237530567.0, 1237530597.0), ('043', 39.974059675, 116.33214582500003, 1237530975.0, 1237531155.0), 1212.4763236958463)
('39.96567860827834_116.32187065132273_1237530000', ('037', 39.9657245, 116.32477691818181, 1237530607.0, 1237530627.0), ('043', 39.974059675, 116.33214582500003, 1237530975.0, 1237531155.0), 1119.881992430449)
('39.97467680863827_116.3101852075176_1314627600', ('058', 39.97792, 116.310218888889, 1314627624.0, 1314627624.0), ('141', 39.97523583333335, 116.3218691666665, 1314628546.0, 1314628546.0), 1036.9366176905944)
